Time stamp,Latitude,Longitude
1638013648,49.9907813,8.714566098
1638013649,49.99076016,8.714525295
0,0,0
1638013651,49.99074535,8.714533252
1638013652,49.99073639,8.714518962
1638013653,49.99074129,8.714520919
0,0,0
1638013655,49.99073808,8.714529507
0,0,0
1638013657,49.99074082,8.714537745
